6483
50   ( 3.06022, -0.0381796)  ( 3.04968, 0.000633119) 
49   ( 3.07043, -0.0783055)  ( 3.06022, -0.0381796) 
50   ( 3.04968, 0.000633119)  ( 3.02946, -0.0244337) 
48   ( 3.08063, -0.118431)  ( 3.07043, -0.0783055) 
46   ( 3.09022, -0.15991)  ( 3.08063, -0.118431) 
48   ( 3.07043, -0.0783055)  ( 3.0385, -0.0650794) 
46   ( 3.09981, -0.201388)  ( 3.09022, -0.15991) 
47   ( 3.10846, -0.244289)  ( 3.09981, -0.201388) 
46   ( 3.11712, -0.28719)  ( 3.10846, -0.244289) 
45   ( 3.1245, -0.331609)  ( 3.11712, -0.28719) 
46   ( 3.10846, -0.244289)  ( 3.0819, -0.270044) 
46   ( 3.13187, -0.376029)  ( 3.1245, -0.331609) 
47   ( 3.13755, -0.422085)  ( 3.13187, -0.376029) 
46   ( 3.1245, -0.331609)  ( 3.08689, -0.313644) 
46   ( 3.14323, -0.46814)  ( 3.13755, -0.422085) 
46   ( 3.14673, -0.515952)  ( 3.14323, -0.46814) 
47   ( 3.15024, -0.563763)  ( 3.14673, -0.515952) 
47   ( 3.15099, -0.613425)  ( 3.15024, -0.563763) 
47   ( 3.14673, -0.515952)  ( 3.11361, -0.533732) 
47   ( 3.15174, -0.663087)  ( 3.15099, -0.613425) 
47   ( 3.14906, -0.714621)  ( 3.15174, -0.663087) 
47   ( 3.15099, -0.613425)  ( 3.11075, -0.592823) 
47   ( 3.14638, -0.766156)  ( 3.14906, -0.714621) 
46   ( 3.1395, -0.819446)  ( 3.14638, -0.766156) 
46   ( 3.13261, -0.872735)  ( 3.1395, -0.819446) 
47   ( 3.12069, -0.927441)  ( 3.13261, -0.872735) 
46   ( 3.1395, -0.819446)  ( 3.10433, -0.823087) 
47   ( 3.10877, -0.982146)  ( 3.12069, -0.927441) 
46   ( 3.09102, -1.03763)  ( 3.10877, -0.982146) 
46   ( 3.12069, -0.927441)  ( 3.08064, -0.90211) 
45   ( 3.07326, -1.09311)  ( 3.09102, -1.03763) 
45   ( 3.05549, -1.13422)  ( 3.07326, -1.09311) 
45   ( 3.02646, -1.20074)  ( 3.03209, -1.18804) 
45   ( 2.99841, -1.25108)  ( 3.02646, -1.20074) 
45   ( 2.97037, -1.30141)  ( 2.99841, -1.25108) 
45   ( 2.93822, -1.34816)  ( 2.97037, -1.30141) 
44   ( 2.99841, -1.25108)  ( 2.9713, -1.24922) 
44   ( 2.90607, -1.3949)  ( 2.93822, -1.34816) 
43   ( 2.8808, -1.42526)  ( 2.90607, -1.3949) 
45   ( 2.83441, -1.48112)  ( 2.84497, -1.46838) 
45   ( 2.79524, -1.52056)  ( 2.83441, -1.48112) 
42   ( 2.75606, -1.56)  ( 2.79524, -1.52056) 
